Suite, Main-Scenario, Sub-Scenario, Test, Parameter, Status
Release Upgarde, SSON Network Legacy Upgrade, genericTestGenerator.GMPOAuto, Verify,  "Update fiber Name- Type- Length-Loss Coefficent-Loss-Ageing Loss-RAMAN Amplified-PMD after fiber unlock"- "Row_197"- "ReleaseUpgrade"- "upgrade_tests_SSON"- "sson_upgrade" , failed
Release Upgarde, SSON Network Legacy Upgrade, genericTestGenerator.GMPOAuto, Verify,  "Update wave Name- Wavelength and Type after wave unlock"- "Row_209"- "ReleaseUpgrade"- "upgrade_tests_SSON"- "sson_upgrade" , failed
Release Upgarde, SSON Network Legacy Upgrade, genericTestGenerator.GMPOAuto, Verify,  "Add multiple fibers and waves and analyze"- "Row_254"- "ReleaseUpgrade"- "upgrade_tests_SSON"- "sson_upgrade" , passed
Release Upgarde, SSON Network Legacy Upgrade, genericTestGenerator.GMPOAuto, Verify,  "Delete multiple waves and analyze"- "Row_265"- "ReleaseUpgrade"- "upgrade_tests_SSON"- "sson_upgrade" , passed
Release Upgarde, SSON Network Legacy Upgrade, genericTestGenerator.GMPOAuto, Verify,  "Delete multiple fibers and analyze"- "Row_273"- "ReleaseUpgrade"- "upgrade_tests_SSON"- "sson_upgrade" , passed
Release Upgarde, SSON Network Legacy Upgrade, genericTestGenerator.GMPOAuto, Verify,  "Update the Pre-Equip Degree from 12  to 8 after Rel.upgrade. Check sides get deleted."- "Row_283"- "ReleaseUpgrade"- "upgrade_tests_SSON"- "sson_upgrade" , failed
Release Upgarde, SSON Network Legacy Upgrade, genericTestGenerator.GMPOAuto, Verify,  "Creating New optical subnet with Spectral density 54 after Release upgrade- Changing current optical subnet to newly created subnet- Deleting optical subnet after Rel.Upg."- "Row_296"- "ReleaseUpgrade"- "upgrade_tests_SSON"- "sson_upgrade" , failed
Release Upgarde, SSON Network Legacy Upgrade, genericTestGenerator.GMPOAuto, Verify,  "Editing Spectral density default subnet after Rel.upg."- "Row_307"- "ReleaseUpgrade"- "upgrade_tests_SSON"- "sson_upgrade" , passed
Release Upgarde, SSON Network Legacy Upgrade, genericTestGenerator.GMPOAuto, Verify,  "Changing scalable upto from 4 to 8 and making deg4 to 5 by adding 1 duct in Rel.Upg.- Changing scalable upto from 8 to 12 and making deg8 to9 by adding 1 duct."- "Row_316"- "ReleaseUpgrade"- "upgrade_tests_SSON"- "sson_upgrade" , passed
Release Upgarde, SSON Network Legacy Upgrade, genericTestGenerator.GMPOAuto, Verify,  "Changing scalable upto from 12 to 16 and making deg12 to 13 by adding 1 duct."- "Row_329"- "ReleaseUpgrade"- "upgrade_tests_SSON"- "sson_upgrade" , passed
Release Upgarde, SSON Network Legacy Upgrade, genericTestGenerator.GMPOAuto, Verify,  "Verify changing Filtering Penalty to 0 after Rel.upg- Verify changing Filtering Penalty to 0.5 after Rel.upg"- "Row_343"- "ReleaseUpgrade"- "upgrade_tests_SSON"- "sson_upgrade" , passed
Release Upgarde, SSON Network Legacy Upgrade, genericTestGenerator.GMPOAuto, Verify,  "Verify changing source contention side forcing- Verify changing source contention side forcing."- "Row_353"- "ReleaseUpgrade"- "upgrade_tests_SSON"- "sson_upgrade" , passed
Release Upgarde, SSON Network Legacy Upgrade, genericTestGenerator.GMPOAuto, Verify,  "Verify central wavelength forcing to 1528.62 after rel.upg- Verify central wavelength forcing to 1558.07 after rel.upg"- "Row_363"- "ReleaseUpgrade"- "upgrade_tests_SSON"- "sson_upgrade" , passed
Release Upgarde, SSON Network Legacy Upgrade, genericTestGenerator.GMPOAuto, Verify,  "Update  Controller Card=TNCS-2O with M15 and check addtion of 2 more SMR after Rel.up- Update Controller Card=TNCS-O from TNCS-20 with M6 and check only 2 smr cards will be available after Rel.Upg"- "Row_371"- "ReleaseUpgrade"- "upgrade_tests_SSON"- "sson_upgrade" , passed
Release Upgarde, SSON Network Legacy Upgrade, genericTestGenerator.GMPOAuto, Verify,  "Reverting Controller Card=TNCS-2O"- "Row_382"- "ReleaseUpgrade"- "upgrade_tests_SSON"- "sson_upgrade" , passed
Release Upgarde, SSON Network Warning Message, genericTestGenerator.GMPOAuto, Verify,  "Warning message on Fiber deletion"- "Row_2"- "ReleaseUpgrade"- "upgrade_tests_SSON"- "warning_msg" , passed
Release Upgarde, SSON Network Warning Message, genericTestGenerator.GMPOAuto, Verify,  "Warning message on node deletion"- "Row_10"- "ReleaseUpgrade"- "upgrade_tests_SSON"- "warning_msg" , passed
Release Upgarde, SSON Network Warning Message, genericTestGenerator.GMPOAuto, Verify,  "Network save warning message on node addition"- "Row_18"- "ReleaseUpgrade"- "upgrade_tests_SSON"- "warning_msg" , passed
Release Upgarde, SSON Network Warning Message, genericTestGenerator.GMPOAuto, Verify,  "Network save warning message on fiber addition"- "Row_26"- "ReleaseUpgrade"- "upgrade_tests_SSON"- "warning_msg" , passed
Release Upgarde, SSON Network Warning Message, genericTestGenerator.GMPOAuto, Verify,  "Network save warning message on wave addition"- "Row_35"- "ReleaseUpgrade"- "upgrade_tests_SSON"- "warning_msg" , passed
Release Upgarde, SSON Network Warning Message, genericTestGenerator.GMPOAuto, Verify,  "Network save warning message on wave deletion- Network save warning message on fiber deletion- Network save warning message on node deletion"- "Row_44"- "ReleaseUpgrade"- "upgrade_tests_SSON"- "warning_msg" , failed
Release Upgarde, SSON Network Warning Message, genericTestGenerator.GMPOAuto, Verify,  "Deleting Current optical subnet after upgrade"- "Row_60"- "ReleaseUpgrade"- "upgrade_tests_SSON"- "warning_msg" , failed
Release Upgarde, SSON Network Warning Message, genericTestGenerator.GMPOAuto, Verify,  "Warning message on node conversion to OLA when waves are present on node."- "Row_67"- "ReleaseUpgrade"- "upgrade_tests_SSON"- "warning_msg" , passed
Release Upgarde, SSON Network Warning Message, genericTestGenerator.GMPOAuto, Verify,  "Warning message on node conversion to Passthrough when waves are present on node."- "Row_74"- "ReleaseUpgrade"- "upgrade_tests_SSON"- "warning_msg" , failed
Release Upgarde, SSON Network Warning Message, genericTestGenerator.GMPOAuto, Verify,  "Enabling cascaded SMR without evolve mesh and SMR20 forced."- "Row_81"- "ReleaseUpgrade"- "upgrade_tests_SSON"- "warning_msg" , passed
Release Upgarde, TXP NON SSON Rel UPG, genericTestGenerator.GMPOAuto, Verify,  "Copy waves"- "Row_2"- "ReleaseUpgrade"- "upgrade_tests_NONSSON"- "TXP" , failed
Release Upgarde, TXP NON SSON Rel UPG, genericTestGenerator.GMPOAuto, Verify,  "Add new contentionless sides on locked and unlocked site and copy demands with L2 side included."- "Row_16"- "ReleaseUpgrade"- "upgrade_tests_NONSSON"- "TXP" , passed
Release Upgarde, TXP NON SSON Rel UPG, genericTestGenerator.GMPOAuto, Verify,  "Add multiple node as regen in upgrade mode"- "Row_27"- "ReleaseUpgrade"- "upgrade_tests_NONSSON"- "TXP" , passed
Release Upgarde, TXP NON SSON Rel UPG, genericTestGenerator.GMPOAuto, Verify,  "1. Convert forecast demands to present in unlocked mode\n2. Convert Non encrypted to Encrypted"- "Row_38"- "ReleaseUpgrade"- "upgrade_tests_NONSSON"- "TXP" , passed
Release Upgarde, TXP NON SSON Rel UPG, genericTestGenerator.GMPOAuto, Verify,  "Forced multple transponder with different demands type and update pluggable also."- "Row_48"- "ReleaseUpgrade"- "upgrade_tests_NONSSON"- "TXP" , failed
Release Upgarde, TXP NON SSON Rel UPG, genericTestGenerator.GMPOAuto, Verify,  "Disbale client payg case- Force M6- MF-1RU-8GFO-Falco Breakout cable -Sepreated shelf-Chassis disagregation-Add new Demands"- "Row_81"- "ReleaseUpgrade"- "upgrade_tests_NONSSON"- "TXP" , passed
Release Upgarde, TXP NON SSON Rel UPG, genericTestGenerator.GMPOAuto, Verify,  "Add waves in lokced mode"- "Row_98"- "ReleaseUpgrade"- "upgrade_tests_NONSSON"- "TXP" , failed
Release Upgarde, TXP NON SSON Rel UPG, genericTestGenerator.GMPOAuto, Verify,  "Delete waves and fibers after unlock and add fiber"- "Row_108"- "ReleaseUpgrade"- "upgrade_tests_NONSSON"- "TXP" , failed
Release Upgarde, TXP NON SSON Rel UPG, genericTestGenerator.GMPOAuto, Verify,  "Path and wavelenght forced"- "Row_118"- "ReleaseUpgrade"- "upgrade_tests_NONSSON"- "TXP" , passed
Release Upgarde, TXP NON SSON Rel UPG, genericTestGenerator.GMPOAuto, Verify,  "wavelenght forced with partial unlock"- "Row_130"- "ReleaseUpgrade"- "upgrade_tests_NONSSON"- "TXP" , passed
Release Upgarde, TXP SSON Rel UPG, genericTestGenerator.GMPOAuto, Verify,  "Copy waves"- "Row_2"- "ReleaseUpgrade"- "upgrade_tests_SSON"- "TXP" , passed
Release Upgarde, TXP SSON Rel UPG, genericTestGenerator.GMPOAuto, Verify,  "Add new contentionless sides on locked and unlocked site and copy demands with L2 side included."- "Row_16"- "ReleaseUpgrade"- "upgrade_tests_SSON"- "TXP" , passed
Release Upgarde, TXP SSON Rel UPG, genericTestGenerator.GMPOAuto, Verify,  "Add multiple node as regen in upgrade mode"- "Row_27"- "ReleaseUpgrade"- "upgrade_tests_SSON"- "TXP" , passed
Release Upgarde, TXP SSON Rel UPG, genericTestGenerator.GMPOAuto, Verify,  "1. Convert forecast demands to present in unlocked mode\n2. Convert Non encrypted to Encrypted"- "Row_38"- "ReleaseUpgrade"- "upgrade_tests_SSON"- "TXP" , passed
Release Upgarde, TXP SSON Rel UPG, genericTestGenerator.GMPOAuto, Verify,  "Forced multple transponder with different demands type and update pluggable also."- "Row_48"- "ReleaseUpgrade"- "upgrade_tests_SSON"- "TXP" , failed
Release Upgarde, TXP SSON Rel UPG, genericTestGenerator.GMPOAuto, Verify,  "Disbale client payg case- Force M6- MF-1RU-8GFO-Falco Breakout cable -Sepreated shelf-Chassis disagregation-Add new Demands"- "Row_81"- "ReleaseUpgrade"- "upgrade_tests_SSON"- "TXP" , passed
Release Upgarde, TXP SSON Rel UPG, genericTestGenerator.GMPOAuto, Verify,  "Add waves in lokced mode"- "Row_97"- "ReleaseUpgrade"- "upgrade_tests_SSON"- "TXP" , failed
Release Upgarde, TXP SSON Rel UPG, genericTestGenerator.GMPOAuto, Verify,  "Delete waves and fibers after unlock and add fiber"- "Row_107"- "ReleaseUpgrade"- "upgrade_tests_SSON"- "TXP" , failed
Release Upgarde, TXP SSON Rel UPG, genericTestGenerator.GMPOAuto, Verify,  "Path and wavelenght forced"- "Row_117"- "ReleaseUpgrade"- "upgrade_tests_SSON"- "TXP" , passed
Release Upgarde, TXP SSON Rel UPG, genericTestGenerator.GMPOAuto, Verify,  "wavelenght forced with partial unlock"- "Row_129"- "ReleaseUpgrade"- "upgrade_tests_SSON"- "TXP" , passed
